"","X","date","total_count","lineage_count","lineage","prevalence","prevalence_rolling","term"
"296",5155,"2020-06-14",0,0,"ba.1",0,0,"Omicron"
"297",10047,"2020-06-14",0,0,"other",0,1,NA
"298",3969,"2020-06-15",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"299",5156,"2020-06-15",0,0,"ba.1",0,0,"Omicron"
"300",10048,"2020-06-15",0,0,"other",0,1,NA
"301",3970,"2020-06-16",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"302",5157,"2020-06-16",0,0,"ba.1",0,0,"Omicron"
"303",10049,"2020-06-16",0,0,"other",0,1,NA
"304",3971,"2020-06-17",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"305",5158,"2020-06-17",0,0,"ba.1",0,0,"Omicron"
"306",10050,"2020-06-17",0,0,"other",0,1,NA
"307",3972,"2020-06-18",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"308",5159,"2020-06-18",0,0,"ba.1",0,0,"Omicron"
"309",10051,"2020-06-18",0,0,"other",0,1,NA
"310",3973,"2020-06-19",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"311",5160,"2020-06-19",0,0,"ba.1",0,0,"Omicron"
"312",10052,"2020-06-19",0,0,"other",0,0,NA
"313",3974,"2020-06-20",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"314",5161,"2020-06-20",0,0,"ba.1",0,0,"Omicron"
"315",10053,"2020-06-20",0,0,"other",0,0,NA
"316",3975,"2020-06-21",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"317",5162,"2020-06-21",0,0,"ba.1",0,0,"Omicron"
"318",10054,"2020-06-21",0,0,"other",0,0,NA
"319",3976,"2020-06-22",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"320",5163,"2020-06-22",0,0,"ba.1",0,0,"Omicron"
"321",10055,"2020-06-22",0,0,"other",0,0,NA
"322",3977,"2020-06-23",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"323",5164,"2020-06-23",0,0,"ba.1",0,0,"Omicron"
"324",10056,"2020-06-23",0,0,"other",0,0,NA
"325",3978,"2020-06-24",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"326",5165,"2020-06-24",0,0,"ba.1",0,0,"Omicron"
"327",10057,"2020-06-24",0,0,"other",0,0,NA
"328",3979,"2020-06-25",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"329",5166,"2020-06-25",0,0,"ba.1",0,0,"Omicron"
"330",10058,"2020-06-25",1,1,"other",1,1,NA
"331",3980,"2020-06-26",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"332",5167,"2020-06-26",0,0,"ba.1",0,0,"Omicron"
"333",10059,"2020-06-26",0,0,"other",0,1,NA
"334",3981,"2020-06-27",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"335",5168,"2020-06-27",0,0,"ba.1",0,0,"Omicron"
"336",10060,"2020-06-27",0,0,"other",0,1,NA
"337",3982,"2020-06-28",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"338",5169,"2020-06-28",0,0,"ba.1",0,0,"Omicron"
"339",10061,"2020-06-28",0,0,"other",0,1,NA
"340",3983,"2020-06-29",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"341",5170,"2020-06-29",0,0,"ba.1",0,0,"Omicron"
"342",10062,"2020-06-29",0,0,"other",0,1,NA
"343",3984,"2020-06-30",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"344",5171,"2020-06-30",0,0,"ba.1",0,0,"Omicron"
"345",10063,"2020-06-30",0,0,"other",0,1,NA
"346",3985,"2020-07-01",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"347",5172,"2020-07-01",0,0,"ba.1",0,0,"Omicron"
"348",10064,"2020-07-01",0,0,"other",0,1,NA
"349",3986,"2020-07-02",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"350",5173,"2020-07-02",0,0,"ba.1",0,0,"Omicron"
"351",10065,"2020-07-02",0,0,"other",0,0,NA
"352",3987,"2020-07-03",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"353",5174,"2020-07-03",0,0,"ba.1",0,0,"Omicron"
"354",10066,"2020-07-03",0,0,"other",0,0,NA
"355",3988,"2020-07-04",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"356",5175,"2020-07-04",0,0,"ba.1",0,0,"Omicron"
"357",10067,"2020-07-04",0,0,"other",0,0,NA
"358",3989,"2020-07-05",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"359",5176,"2020-07-05",0,0,"ba.1",0,0,"Omicron"
"360",10068,"2020-07-05",0,0,"other",0,0,NA
"361",3990,"2020-07-06",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"362",5177,"2020-07-06",0,0,"ba.1",0,0,"Omicron"
"363",10069,"2020-07-06",0,0,"other",0,0,NA
"364",3991,"2020-07-07",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"365",5178,"2020-07-07",0,0,"ba.1",0,0,"Omicron"
"366",10070,"2020-07-07",2,2,"other",1,1,NA
"367",3992,"2020-07-08",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"368",5179,"2020-07-08",0,0,"ba.1",0,0,"Omicron"
