"","X","date","total_count","lineage_count","lineage","prevalence","prevalence_rolling","term"
"211",7156,"2020-05-13",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"212",19524,"2020-05-13",0,0,"other",0,0,NA
"213",6003,"2020-05-14",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"214",6654,"2020-05-14",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"215",7157,"2020-05-14",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"216",19525,"2020-05-14",0,0,"other",0,0,NA
"217",6004,"2020-05-15",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"218",6655,"2020-05-15",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"219",7158,"2020-05-15",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"220",19526,"2020-05-15",0,0,"other",0,0,NA
"221",6005,"2020-05-16",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"222",6656,"2020-05-16",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"223",7159,"2020-05-16",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"224",19527,"2020-05-16",0,0,"other",0,0,NA
"225",6006,"2020-05-17",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"226",6657,"2020-05-17",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"227",7160,"2020-05-17",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"228",19528,"2020-05-17",0,0,"other",0,0,NA
"229",6007,"2020-05-18",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"230",6658,"2020-05-18",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"231",7161,"2020-05-18",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"232",19529,"2020-05-18",0,0,"other",0,0,NA
"233",6008,"2020-05-19",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"234",6659,"2020-05-19",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"235",7162,"2020-05-19",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"236",19530,"2020-05-19",0,0,"other",0,0,NA
"237",6009,"2020-05-20",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"238",6660,"2020-05-20",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"239",7163,"2020-05-20",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"240",19531,"2020-05-20",0,0,"other",0,0,NA
"241",6010,"2020-05-21",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"242",6661,"2020-05-21",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
